,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country
18740,2016/8/29,20,23,33,15,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18741,2016/8/30,41,39,67,15,6,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18742,2016/8/31,66,49,96,12,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18743,2016/9/1,97,13,51,19,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18744,2016/9/2,40,12,49,17,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18745,2016/9/3,32,19,33,13,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18746,2016/9/4,54,29,45,21,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18747,2016/9/5,77,41,22,27,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18748,2016/9/6,89,51,26,30,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18749,2016/9/7,119,35,42,21,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18750,2016/9/8,86,33,41,24,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18751,2016/9/9,87,36,45,23,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18752,2016/9/10,92,28,32,20,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18753,2016/9/11,79,21,32,20,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18754,2016/9/12,60,20,40,17,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18755,2016/9/13,62,25,41,14,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18756,2016/9/14,70,34,52,12,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18757,2016/9/15,90,25,30,11,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18758,2016/9/16,73,5,23,11,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18759,2016/9/17,20,2,20,8,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18760,2016/9/18,7,8,23,9,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18761,2016/9/19,17,7,29,11,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18762,2016/9/20,18,19,24,20,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18763,2016/9/21,51,27,13,18,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18764,2016/9/22,73,29,31,29,1,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18765,2016/9/23,74,34,42,22,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18766,2016/9/24,92,28,33,19,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18767,2016/9/26,60,17,15,17,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18768,2016/9/27,50,30,8,24,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18769,2016/9/28,81,26,15,17,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18770,2016/9/29,66,7,12,19,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18771,2016/9/30,19,10,6,21,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18772,2016/4/1,134,59,62,39,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18773,2016/4/2,118,41,36,18,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18774,2016/4/3,102,28,36,15,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18775,2016/4/4,81,34,39,25,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18776,2016/4/5,64,37,33,36,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18777,2016/4/6,67,13,30,25,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18778,2016/4/7,35,58,32,30,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18779,2016/4/8,86,100,40,34,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18780,2016/4/9,103,82,57,24,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18781,2016/4/10,119,63,46,16,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18782,2016/4/11,132,34,37,15,7,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18783,2016/4/12,66,19,35,17,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18784,2016/4/13,49,41,46,18,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18785,2016/4/14,87,44,27,26,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18786,2016/4/15,89,32,38,24,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18787,2016/4/16,70,34,41,9,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18788,2016/4/17,61,53,31,17,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18789,2016/4/18,92,37,39,23,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18790,2016/4/19,84,34,47,21,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18791,2016/4/20,70,16,40,16,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18792,2016/4/21,43,39,51,18,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18793,2016/4/22,91,98,43,25,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18794,2016/4/23,151,108,43,17,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18795,2016/4/24,102,79,38,31,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18796,2016/4/25,99,60,41,31,6,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18797,2016/4/26,87,11,31,18,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18798,2016/4/27,39,12,29,22,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18799,2016/4/28,35,46,40,20,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18800,2016/4/29,83,47,63,22,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18801,2016/4/30,83,36,48,20,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18802,2016/5/1,63,31,32,9,1,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18803,2016/5/2,60,14,34,10,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18804,2016/5/3,35,60,45,17,7,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18805,2016/5/4,86,47,47,19,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18806,2016/5/5,80,15,43,8,2,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18807,2016/5/6,37,118,35,14,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18808,2016/5/7,90,41,52,15,6,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18809,2016/5/8,51,45,29,25,6,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18810,2016/5/9,63,30,20,25,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18811,2016/5/10,71,13,39,19,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18812,2016/5/11,41,17,40,13,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18813,2016/5/12,45,23,40,16,7,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18814,2016/5/13,60,30,62,14,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18815,2016/5/14,72,28,32,6,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18816,2016/5/15,61,21,36,18,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18817,2016/5/16,45,38,45,27,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18818,2016/5/17,83,39,52,31,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18819,2016/5/18,90,37,47,31,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18820,2016/5/19,90,41,53,26,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18821,2016/5/20,97,27,62,24,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18822,2016/5/21,70,41,70,20,7,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18823,2016/5/22,101,38,56,18,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18824,2016/5/23,91,16,38,18,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18825,2016/5/24,50,44,57,24,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18826,2016/5/25,106,57,52,22,0,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18827,2016/5/26,145,65,55,19,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18828,2016/5/27,150,54,49,22,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18829,2016/5/28,102,53,50,16,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18830,2016/5/29,86,56,52,25,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18831,2016/5/30,96,58,47,26,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18832,2016/5/31,102,56,63,20,7,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18833,2016/6/1,95,53,55,18,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18834,2016/6/2,114,45,51,17,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18835,2016/6/3,89,22,37,16,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18836,2016/6/4,61,21,35,17,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18837,2016/6/5,61,27,37,11,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18838,2016/6/6,72,20,25,19,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18839,2016/6/7,61,35,31,18,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18840,2016/6/8,84,30,49,16,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18841,2016/6/9,77,54,53,11,9,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18842,2016/6/10,142,25,21,7,3,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18843,2016/6/11,68,25,17,11,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18844,2016/6/12,70,27,44,15,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18845,2016/6/13,65,34,37,10,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18846,2016/6/14,85,21,33,7,3,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18847,2016/6/15,59,17,41,12,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18848,2016/6/16,46,34,49,17,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18849,2016/6/17,80,33,43,9,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18850,2016/6/18,88,22,45,10,0,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18851,2016/6/19,65,26,30,16,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18852,2016/6/20,73,29,33,13,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18853,2016/6/21,76,19,32,13,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18854,2016/6/22,66,16,37,12,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18855,2016/6/23,44,12,33,12,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18856,2016/6/24,37,22,44,12,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18857,2016/6/25,47,28,47,12,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18858,2016/6/26,67,29,37,18,9,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18859,2016/6/27,78,37,43,16,11,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18860,2016/6/28,101,18,36,10,5,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18861,2016/6/29,61,9,29,7,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18862,2016/6/30,26,5,24,6,0,1,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18863,2016/1/4,135,17,17,26,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18864,2016/1/5,54,35,19,25,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18865,2016/1/6,79,35,17,23,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18866,2016/1/7,78,24,16,28,0,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18867,2016/1/8,66,31,18,32,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18868,2016/1/9,72,35,26,33,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18869,2016/1/10,90,33,20,22,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18870,2016/1/11,81,22,17,23,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18871,2016/1/12,56,22,16,25,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18872,2016/1/13,61,28,16,32,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18873,2016/1/14,66,52,13,49,5,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18874,2016/1/15,122,60,15,50,4,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18875,2016/1/16,147,51,13,38,3,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18876,2016/1/17,137,26,18,22,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18877,2016/1/18,75,10,19,16,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18878,2016/1/19,35,17,20,20,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18879,2016/1/20,58,19,20,22,7,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18880,2016/1/21,65,17,25,23,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18881,2016/1/22,50,18,24,18,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18882,2016/1/23,53,13,27,14,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18883,2016/1/24,43,28,15,44,4,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18884,2016/1/25,73,44,16,47,4,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18885,2016/1/26,90,59,22,64,5,15,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18886,2016/1/27,142,56,14,49,3,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18887,2016/1/28,144,18,12,36,2,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18888,2016/1/29,69,31,15,32,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18889,2016/1/30,89,33,25,20,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18890,2016/1/31,70,22,27,13,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18891,2016/2/1,52,23,27,16,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18892,2016/2/2,50,44,28,39,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18893,2016/2/3,91,57,22,53,5,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18894,2016/2/4,124,38,26,32,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18895,2016/2/5,77,32,25,28,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18896,2016/2/6,67,24,27,22,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18897,2016/2/7,60,46,43,29,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18898,2016/2/8,101,52,34,22,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18899,2016/2/9,101,39,25,32,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18900,2016/2/10,81,35,41,28,6,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18901,2016/2/11,69,13,30,18,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18902,2016/2/12,44,11,22,20,2,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18903,2016/2/13,44,22,26,8,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18904,2016/2/14,59,20,29,13,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18905,2016/2/15,46,26,28,16,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18906,2016/2/16,59,29,27,22,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18907,2016/2/17,53,24,26,33,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18908,2016/2/18,54,55,24,44,6,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18909,2016/2/19,119,51,29,27,4,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18910,2016/2/20,94,24,31,16,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18911,2016/2/21,52,41,21,31,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18912,2016/2/22,84,56,32,28,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18913,2016/2/23,110,19,28,14,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18914,2016/2/24,52,34,32,27,5,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18915,2016/2/25,71,61,29,42,5,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18916,2016/2/26,143,79,45,29,8,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18917,2016/2/27,154,67,36,36,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18918,2016/2/28,139,29,31,13,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18919,2016/2/29,63,24,31,14,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18920,2016/3/1,59,29,26,27,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18921,2016/3/2,63,31,38,30,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18922,2016/3/3,66,23,21,34,3,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18923,2016/3/4,64,18,30,10,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18924,2016/3/5,47,32,27,19,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18925,2016/3/6,66,58,30,32,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18926,2016/3/7,98,42,26,18,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18927,2016/3/8,64,32,23,20,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18928,2016/3/9,57,22,28,14,4,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18929,2016/3/10,40,26,31,17,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18930,2016/3/11,56,43,35,26,7,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18931,2016/3/12,75,54,27,27,7,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18932,2016/3/13,105,61,40,21,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18933,2016/3/14,147,56,35,37,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18934,2016/3/15,120,51,38,31,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18935,2016/3/16,111,42,35,35,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18936,2016/3/17,98,18,27,24,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18937,2016/3/18,60,48,38,29,4,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18938,2016/3/19,102,52,40,19,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18939,2016/3/20,97,47,39,31,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18940,2016/3/21,102,44,38,35,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18941,2016/3/22,94,48,34,22,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18942,2016/3/23,102,41,36,19,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18943,2016/3/24,74,41,37,26,4,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18944,2016/3/25,86,47,39,25,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18945,2016/3/26,107,48,49,26,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18946,2016/3/27,109,57,60,34,7,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18947,2016/3/28,124,62,60,29,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18948,2016/3/29,129,49,41,31,7,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18949,2016/3/30,92,55,51,38,8,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18950,2016/3/31,92,68,54,42,5,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18951,2015/10/16,129,56,31,44,0,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18952,2015/10/19,117,0,47,39,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18953,2015/10/20,153,0,40,46,3,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18954,2015/10/21,164,0,39,41,3,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18955,2015/10/22,175,0,42,34,1,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18956,2015/10/23,134,0,24,38,0,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18957,2015/10/24,159,0,32,24,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18958,2015/10/25,84,0,31,19,4,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18959,2015/10/26,36,0,28,18,0,2,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18960,2015/10/27,44,0,22,32,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18961,2015/10/28,44,0,20,38,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18962,2015/10/29,68,0,20,23,2,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18963,2015/10/30,46,0,20,20,3,3,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18964,2015/10/31,36,0,10,36,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18965,2015/11/1,90,0,21,38,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18966,2015/11/2,101,0,25,51,3,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18967,2015/11/3,112,0,16,58,5,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18968,2015/11/4,113,0,21,51,3,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18969,2015/11/5,104,0,30,40,7,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18970,2015/11/6,105,0,19,30,1,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18971,2015/11/7,58,0,18,23,0,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18972,2015/11/8,32,0,15,22,0,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18973,2015/11/9,60,0,22,29,2,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18974,2015/11/10,162,0,16,36,0,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18975,2015/11/11,122,0,22,31,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18976,2015/11/12,45,0,11,38,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18977,2015/11/13,28,0,10,33,1,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18978,2015/11/14,39,0,20,25,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18979,2015/11/15,32,0,19,28,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18980,2015/11/16,54,0,23,29,2,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18981,2015/11/17,57,0,9,27,1,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18982,2015/11/18,36,10,14,26,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18983,2015/11/19,28,20,10,31,2,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18984,2015/11/20,63,42,5,32,2,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18985,2015/11/21,107,47,10,34,4,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18986,2015/11/22,115,30,5,33,2,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18987,2015/11/23,82,34,19,24,3,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18988,2015/11/24,86,23,14,28,1,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18989,2015/11/25,67,9,22,22,1,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18990,2015/11/26,33,17,16,32,2,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18991,2015/11/27,47,28,13,35,2,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
18992,2015/11/28,75,31,15,35,4,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju
